,Project Reference,Academic Year,Mobility Duration,Activity (mob),Field of Education,Participant Gender,Participant Profile,Special Needs,Fewer Opportunities,GroupLeader,Participant Age,Sending City,Sending Organization,Receiving City,Receiving Organization,Participants,Activity Classification,New Participant Nationality,New Education Level,Receiving Country Name,Sending Country Name
2007,2016-1-CZ01-KA102-022861,2016-2017,14,Staff training abroad,"Education, not elsewhere classified",Male,Staff,No,No,No,51,Opava,"Masarykova strední skola zemedelská a Vyssí odborná skola, Opava, príspevková organizace",Preveza,Eleni Andronikidu,1,Training,Czechia,Unknown,Greece,Czechia
2008,2015-1-FR01-KA103-013172,2016-2017,60,Student mobility for traineeships between Programme Countries,"Travel, tourism and leisure",Female,Learner,No,No,No,18,PRIVAS,LYCEE VINCENT D INDY,Rotherham,National Trust,1,Traineeships,France,Tertiary Education,United Kingdom,France
2009,2015-1-FI01-KA103-008804,2015-2016,95,Student mobility for studies between Programme Countries,Economics,Male,Learner,No,No,No,23,Espoo,AALTO KORKEAKOULUSAATIO SR,Praha,VYSOKA SKOLA EKONOMICKA V PRAZE,1,Studies,Finland,Bachelor,Czechia,Finland
2010,2015-1-DE01-KA103-001740,2015-2016,135,Student mobility for studies between Programme Countries,"Education, not further defined",Female,Learner,No,No,No,23,Mannheim,UNIVERSITAET MANNHEIM,Lisboa,UNIVERSIDADE NOVA DE LISBOA,1,Studies,Germany,Bachelor,Portugal,Germany
2011,2018-1-PL01-KA103-047625,2019-2020,134,Student mobility for studies between Programme Countries,"Finance, banking and insurance",Male,Learner,No,No,No,21,WARSZAWA,SZKOLA GLOWNA HANDLOWA W WARSZAWIE,Nantes,AUDENCIA,1,Studies,Ukraine,Bachelor,France,Poland
2012,2015-1-HU01-KA102-013221,2015-2016,28,VET traineeships in companies abroad,"Hotel, restaurants and catering",Female,Learner,No,No,No,18,Budapest,Pesti Barnabas Elelmiszeripari Szakkepzo Iskola,Schönstedt OT Alterstedt,FV-Fleischwaren-Vertriebs-GmbH,1,Traineeships,Hungary,Unknown,Germany,Hungary
2013,2017-1-DE01-KA103-003281,2017-2018,111,Student mobility for traineeships between Programme Countries,"Education, not further defined",Female,Learner,No,No,No,26,Heidelberg,RUPRECHT-KARLS-UNIVERSITAET HEIDELBERG,MONTPELLIER,Maison de Heidelberg,1,Traineeships,Germany,Not Classified,France,Germany
2014,2017-1-EL01-KA104-035526,2017-2018,3,Structured Courses/Training Events,Teacher training with subject specialization,Female,Staff,No,No,No,34,IRAKLEIO,EUROPEAN PROGRESS OMORRYTHMOS ETAIRIA,Gouda,In Dialogue Netherlands,1,Training,Greece,Unknown,Netherlands,Greece
2015,2014-1-FR01-KA102-001912,2016-2017,29,VET learners traineeships in vocational institutes abroad,Electricity and energy,Male,Learner,No,No,No,17,CHALON SUR SAONE,LYCEE JULIEN DE BALLEURE,MAINZ,ELECTRO HEYN UND MANZ Gmbh,1,Traineeships,France,Unknown,Germany,France
2016,2017-1-TR01-KA105-042860,2017-2018,7,Youth Exchanges - Partner Countries,Other,Male,Learner,No,Yes,No,23,EDİRNE,EDIRNE GENCLIK VE EGITIM DERNEGI,EDİRNE,EDIRNE GENCLIK VE EGITIM DERNEGI,1,Youth Exchange,Turkey,Unknown,Turkey,Turkey
2017,2019-1-NL01-KA101-060201,2019-2020,5,Job Shadowing,Teacher training with subject specialization,Female,Staff,No,No,No,59,Amsterdam,De Blauwe Lijn,Quart de Poblet,Colegio san enriques,1,Job,Netherlands,Unknown,Spain,Netherlands
2018,2019-1-ES01-KA103-061447,2019-2020,292,Student mobility for studies between Programme Countries,Economics,Male,Learner,No,No,No,20,VIGO PONTEVEDRA,UNIVERSIDAD DE VIGO,NAPOLI,UNIVERSITA DEGLI STUDI DI NAPOLI FEDERICO II,1,Studies,Spain,Bachelor,Italy,Spain
2019,2014-1-PL01-KA103-000289,2015-2016,140,Student mobility for studies between Programme Countries,Chemical engineering and processes,Female,Learner,No,No,No,23,POZNAN,POLITECHNIKA POZNANSKA,Lisboa,Instituto Politecnico de Lisboa,1,Studies,Poland,Master,Portugal,Poland
2020,2016-1-ES01-KA103-023762,2017-2018,92,Student mobility for traineeships between Programme Countries,Management and administration,Male,Learner,No,No,No,20,San Sebastián,"CENTRO DE ESTUDIOS AEG-ARROKA, S.L.",Paignton,Geltec Limited,1,Traineeships,Spain,Tertiary Education,United Kingdom,Spain
2021,2018-1-TR01-KA103-053487,2019-2020,115,Student mobility for studies between Programme Countries,Environmental protection technology,Male,Learner,No,No,No,20,ISTANBUL,MARMARA UNIVERSITY,Innsbruck,MCI MANAGEMENT CENTER INNSBRUCK INTERNATIONALE HOCHSCHULE GMBH,1,Studies,Turkey,Bachelor,Austria,Turkey
2022,2015-1-LT01-KA103-013344,2016-2017,8,Staff mobility for training between Programme Countries,Other,Male,Staff,No,No,No,20,VILNIUS,VILNIAUS UNIVERSITETAS,Reykjavik,Icelandic Linguistics Society,1,Training,Lithuania,Unknown,Iceland,Lithuania
2023,2019-1-CZ01-KA105-060786,2019-2020,7,Mobility of youth workers - Programme Countries,Other,Male,Staff,No,No,No,29,Pompei,Mad Med,Kolin,Centrum financni gramotnosti,1,Workers,Italy,Unknown,Czechia,Italy
2024,2017-1-IT02-KA103-035327,2017-2018,150,Student mobility for studies between Programme Countries,Political sciences and civics,Female,Learner,No,No,No,22,PALERMO,UNIVERSITA DEGLI STUDI DI PALERMO,GRANADA,UNIVERSIDAD DE GRANADA,1,Studies,Italy,Bachelor,Spain,Italy
2025,2018-1-PT01-KA103-046735,2019-2020,129,Student mobility for studies between Programme Countries,Mechanics and metal trades,Male,Learner,No,No,No,25,AVEIRO,UNIVERSIDADE DE AVEIRO,SPLIT,SVEUCILISTE U SPLITU,1,Studies,Portugal,Master,Croatia,Portugal
2026,2015-1-FR02-KA105-009413,2015-2016,6,Mobility of youth workers - Programme Countries,Other,Male,Staff,No,No,No,26,BOLOGNA,YouNet,COGNAC,ASSOCIATION ADIF,1,Workers,Italy,Unknown,France,Italy
2027,2014-1-BE02-KA103-000037,2015-2016,4,Staff mobility for teaching between Programme Countries,Education,Female,Staff,No,No,No,26,HEVERLEE,UC Leuven,Oslo,NORGES IDRETTSHOGSKOLE,1,Teach,Belgium,Bachelor,Norway,Belgium
2028,2017-1-SE01-KA103-034223,2017-2018,270,Student mobility for studies between Programme Countries,"Languages, not further defined",Male,Learner,No,No,No,19,GOETEBORG,GOETEBORGS UNIVERSITET,"FALMER, BRIGHTON",THE UNIVERSITY OF SUSSEX,1,Studies,Slovenia,Bachelor,United Kingdom,Sweden
2029,2018-1-SK01-KA101-046135,2019-2020,7,Structured Courses/Training Events,Teacher training with subject specialization,Female,Staff,No,No,No,41,Levice,Gymnázium Andreja Vrábla Levice,Trutnov,EDUTIME s.r.o.,1,Training,Slovakia,Unknown,Czechia,Slovakia
2030,2016-1-FR01-KA103-023009,2017-2018,147,Student mobility for studies between Programme Countries,Literature and linguistics,Female,Learner,No,No,No,21,Tours,UNIVERSITE FRANCOIS RABELAIS DE TOURS,Barcelona,UNIVERSITAT AUTONOMA DE BARCELONA,1,Studies,France,Bachelor,Spain,France
2031,2014-1-TR01-KA103-000834,2015-2016,102,Student mobility for studies between Programme Countries,Business and administration,Male,Learner,No,No,No,20,KONYA,SELCUK UNIVERSITESI,RIGA,SIA BIZNESA AUGSTSKOLA TURIBA,1,Studies,Turkey,Bachelor,Latvia,Turkey
2032,2017-1-IT02-KA103-035838,2018-2019,4,Staff mobility for training between Programme Countries,Other,Male,Staff,No,No,No,20,CATANIA,UNIVERSITA DEGLI STUDI DI CATANIA,KLAIPEDA,KLAIPEDOS UNIVERSITETAS,1,Training,Italy,Unknown,Lithuania,Italy
2033,2016-1-DE01-KA107-002620,2017-2018,224,Student mobility for Studies To/From Partner Countries,"Languages, not further defined",Female,Learner,No,No,No,39,KOELN,UNIVERSITAET ZU KOELN,Amman,UNIVERSITY OF JORDAN,1,Studies,Germany,Master,Jordan,Germany
2034,2015-1-AT01-KA103-004537,2015-2016,329,Student mobility for studies between Programme Countries,Medicine,Male,Learner,No,No,No,23,Graz,MEDIZINISCHE UNIVERSITAT GRAZ,GREIFSWALD,ERNST-MORITZ-ARNDT-UNIVERSITÄT GREIFSWALD,1,Studies,Germany,Bachelor,Germany,Austria
2035,2018-1-TR01-KA105-050818,2019-2020,7,Youth Exchanges - Programme Countries,Other,Male,Learner,No,No,Yes,24,Ksi??enice,"Synergy 3.0 - The European Foundation for Culture, Science and Arts",Dzce,Health Hunters,1,Youth Exchange,Poland,Unknown,Turkey,Poland
2036,2017-1-FR01-KA102-036071,2018-2019,26,VET traineeships in companies abroad,Architecture and construction,Male,Learner,No,No,No,19,Amiens,Lycée des métiers de l'Acheuléen,Brescia,Tempo Libero,1,Traineeships,France,Upper Secondary Education,Italy,France
2037,2017-1-IT02-KA103-035644,2017-2018,157,Student mobility for studies between Programme Countries,Biology,Male,Learner,No,No,No,21,MILANO,UNIVERSITA' DEGLI STUDI DI MILANO-BICOCCA,Marseille,UNIVERSITE D'AIX MARSEILLE,1,Studies,Italy,Bachelor,France,Italy
2038,2014-1-BE01-KA103-000013,2014-2015,134,Student mobility for studies between Programme Countries,Law,Female,Learner,No,No,No,23,BRUXELLES,UNIVERSITE LIBRE DE BRUXELLES,BERLIN,FREIE UNIVERSITAET BERLIN,1,Studies,Belgium,Master,Germany,Belgium
2039,2015-1-DE02-KA102-001803,2015-2016,15,VET learners traineeships in vocational institutes abroad,"Health, not elsewhere classified",Female,Learner,No,No,No,26,Dresden,"BSZ für Wirtschaft ""Prof. Dr. Zeigner""",MILANO,Associazione Accademia delle 5T,1,Traineeships,Germany,Unknown,Italy,Germany
2040,2017-1-HU01-KA103-035145,2018-2019,118,Student mobility for studies between Programme Countries,Sports,Male,Learner,No,No,No,21,Budapest,TESTNEVELESI EGYETEM,SANTAREM,INSTITUTO POLITECNICO DE SANTAREM,1,Studies,Hungary,Bachelor,Portugal,Hungary
2041,2019-1-DE01-KA103-004446,2019-2020,121,Student mobility for studies between Programme Countries,"Engineering and engineering trades, not further defined",Female,Learner,No,No,No,28,BERLIN,TECHNISCHE UNIVERSITAT BERLIN,LAS PALMAS DE GRAN CANARIA,UNIVERSIDAD DE LAS PALMAS DE GRAN CANARIA,1,Studies,Germany,Master,Spain,Germany
2042,2016-1-DE01-KA103-002638,2016-2017,90,Student mobility for traineeships between Programme Countries,"Agriculture, not further defined",Male,Learner,No,No,No,25,GEISENHEIM,HOCHSCHULE GEISENHEIM,Malvies,Domaine La Louviere,2,Traineeships,Germany,Bachelor,France,Germany
2043,2014-1-LU01-KA103-000006,2014-2015,129,Student mobility for studies between Programme Countries,Law,Female,Learner,No,No,No,21,LUXEMBOURG-VILLE,UNIVERSITE DU LUXEMBOURG,LOUVAIN LA NEUVE,UNIVERSITE CATHOLIQUE DE LOUVAIN,1,Studies,Luxembourg,Bachelor,Belgium,Luxembourg
2044,2016-1-UK01-KA116-023725,2017-2018,90,VET traineeships in companies abroad,"Social and behavioural sciences, not elsewhere classified",Female,Learner,No,No,No,27,London,DSC Regen Ltd,San Antonio,Asociación Ibiza Ecologic,1,Traineeships,Italy,Post-Secondary Education,Spain,United Kingdom
2045,2015-1-MT01-KA105-003607,2015-2016,297,European Voluntary Service - Programme Countries,Other,Female,Learner,No,No,No,23,OAKHAM,CHANGE AGENTS UK CHARITY,Ghajn Tuffieha,The Gaia Foundation,1,Voluntary,United Kingdom,Unknown,Malta,United Kingdom
2046,2018-1-DE01-KA103-003896,2019-2020,60,Student mobility for traineeships between Programme Countries,Medical diagnostic and treatment technology,Female,Learner,No,No,No,20,Dresden,TECHNISCHE UNIVERSITAET DRESDEN,Milano,UNIVERSITA DEGLI STUDI DI MILANO,1,Traineeships,Germany,Bachelor,Italy,Germany
2047,2014-2-IT03-KA105-000947,2015-2016,7,Youth Exchanges - Programme Countries,Other,Female,Learner,No,No,No,16,Marsico Nuovo,Associazione culturale U iascungiedd (e),Marsico Nuovo,Associazione culturale U iascungiedd (e),1,Youth Exchange,Italy,Unknown,Italy,Italy
2048,2018-1-ES01-KA103-049416,2018-2019,266,Student mobility for studies between Programme Countries,Law,Male,Learner,No,No,No,22,SANTIAGO DE COMPOSTELA,UNIVERSIDAD DE SANTIAGO DE COMPOSTELA,MARIBOR,UNIVERZA V MARIBORU,1,Studies,Spain,Bachelor,Slovenia,Spain
2049,2016-1-DE01-KA103-002429,2016-2017,179,Student mobility for studies between Programme Countries,Education science,Female,Learner,No,No,No,24,K?ln,UNIVERSITAET ZU KOELN,Girona,UNIVERSITAT DE GIRONA,1,Studies,Germany,Bachelor,Spain,Germany
2050,2015-1-PL01-KA103-015885,2016-2017,60,Student mobility for traineeships between Programme Countries,Audio-visual techniques and media production,Female,Learner,No,No,No,25,BIALYSTOK,POLITECHNIKA BIALOSTOCKA,Viana do Castelo,Blisq Creative,1,Traineeships,Poland,Bachelor,Portugal,Poland
2051,2018-1-TR01-KA103-050379,2019-2020,117,Student mobility for studies between Programme Countries,Fine arts,Female,Learner,No,No,No,20,ISTANBUL,MIMAR SINAN FINE ARTS UNIVERSITY,LEIOA,UNIVERSIDAD DEL PAIS VASCO/ EUSKAL HERRIKO UNIBERTSITATEA,1,Studies,Turkey,Bachelor,Spain,Turkey
2052,2016-2-RO01-KA105-024869,2017-2018,12,Youth Exchanges - Programme Countries,Other,Male,Learner,No,No,Yes,26,poggiardo- Lecce,Jump in associazione culturale,FUMUREMI,ASOCIATIA FORUMUL CETATENESC PENTRUACTIUNE SOCIALA SI EDUCATIE CIVICA,1,Youth Exchange,Italy,Unknown,Romania,Italy
2053,2017-1-FR01-KA103-036645,2018-2019,119,Student mobility for traineeships between Programme Countries,Chemistry,Male,Learner,No,No,No,22,NANTES CEDEX 1,UNIVERSITE DE NANTES,NOTTINGHAM,THE UNIVERSITY OF NOTTINGHAM,1,Traineeships,France,Master,United Kingdom,France
2054,2018-1-PL01-KA103-048030,2018-2019,283,Student mobility for studies between Programme Countries,Chemical engineering and processes,Male,Learner,No,No,No,21,POZNAN,POLITECHNIKA POZNANSKA,LEUVEN,KATHOLIEKE UNIVERSITEIT LEUVEN,1,Studies,Poland,Bachelor,Belgium,Poland
2055,2015-1-FR01-KA103-014804,2016-2017,60,Student mobility for traineeships between Programme Countries,"Motor vehicles, ships and aircraft",Male,Learner,No,No,No,20,Levallois-Perret,Ecole Supérieure des Techniques Aéronautiques et de Construction Automobile,YORK,YORKSHIRE MUSEUM,1,Traineeships,France,Bachelor,United Kingdom,France
2056,2015-1-FR01-KA103-013507,2015-2016,260,Student mobility for studies between Programme Countries,"Business and administration, not further defined",Female,Learner,No,No,No,23,Grenoble,GRENOBLE ECOLE DE MANAGEMENT,Wiesbaden,EBS Universität für Wirtschaft und Recht,1,Studies,Russian Federation,Master,Germany,France
2057,2016-1-ES01-KA103-022725,2016-2017,151,Student mobility for studies between Programme Countries,Education science,Male,Learner,No,No,No,23,MADRID,CENTRO DE ENSENANZA UNIVERSITARIA SEK SA,OLOMOUC,UNIVERZITA PALACKEHO V OLOMOUCI,1,Studies,Spain,Bachelor,Czechia,Spain
2058,2016-1-FR01-KA102-023330,2017-2018,12,VET learners traineeships in vocational institutes abroad,Personal services,Female,Learner,No,No,No,19,Miramont,MFR de Miramont,Stockolm,Eudora International Preschool,1,Traineeships,France,Upper Secondary Education,Sweden,France
2059,2014-1-DE01-KA103-000253,2015-2016,138,Student mobility for traineeships between Programme Countries,"Finance, banking and insurance",Female,Learner,No,No,No,23,KOELN,TECHNISCHE HOCHSCHULE KOLN,Istanbul,Siemens A.S.,1,Traineeships,Turkey,Bachelor,Turkey,Germany
2060,2016-2-IT03-KA105-008786,2017-2018,8,Youth Exchanges - Programme Countries,Other,Male,Learner,No,No,No,20,VILNIUS,LIETUVOS EDUKOLOGIJOS UNIVERSITETAS,S. Gregorio Magno,"Associazione ""Gruppo Folclorico Gregoriano""",1,Youth Exchange,Latvia,Unknown,Italy,Lithuania
2061,2014-1-IT02-KA103-002522,2014-2015,265,Student mobility for studies between Programme Countries,Law,Male,Learner,No,No,No,22,CASERTA,SECONDA UNIVERSITÀ DEGLI STUDI DI NAPOLI,CIUDAD REAL,UNIVERSIDAD DE CASTILLA - LA MANCHA,1,Studies,Italy,Master,Spain,Italy
2062,2014-1-PT01-KA102-000418,2015-2016,55,VET traineeships in companies abroad,"Hygiene and occupational health services, not further defined",Female,Learner,No,No,No,17,Aveiro,AEVA - ASSOCIACAO PARA A EDUCACAO EVALORIZACAO DA REGIAO DE AVEIRO,Paiporta,Ayuntamento de Paiporta,1,Traineeships,Portugal,Unknown,Spain,Portugal
2063,2018-1-FR01-KA103-045974,2019-2020,178,Student mobility for studies between Programme Countries,History and archaeology,Female,Learner,No,No,No,22,ALBI,INSTITUT NATIONAL UNIVERSITAIRE JEAN-FRANCOIS CHAMPOLLION,JYVASKYLA,JYVASKYLAN YLIOPISTO,1,Studies,France,Bachelor,Finland,France
2064,2016-1-BG01-KA103-022902,2017-2018,60,Student mobility for traineeships between Programme Countries,Medicine,Female,Learner,No,No,No,21,Varna,Medical University Of Varna,SZEGED,SZEGEDI TUDOMANYEGYETEM,1,Traineeships,Bulgaria,Master,Hungary,Bulgaria
2065,2016-1-FR01-KA103-022320,2017-2018,179,Student mobility for traineeships between Programme Countries,"Languages, not further defined",Male,Learner,No,No,No,25,BESANCON,UNIVERSITE DE FRANCHE-COMTE,Berlin,Ginstr GmbH,1,Traineeships,France,Master,Germany,France
2066,2017-3-IT03-KA105-012015,2018-2019,363,European Voluntary Service - Partner Countries,Other,Female,Learner,No,Yes,No,29,TIRANA,ROMA ACTIVE ALBANIA,BELLUNO,COMITATO D'INTESA TRA LE ASSOCIAZIONI VOLONTARISTICHE DELLA PROVINCIA DI BELLUNO,1,Voluntary,Albania,Unknown,Italy,Albania
2067,2019-1-NL01-KA103-059963,2019-2020,149,Student mobility for traineeships between Programme Countries,"Engineering and engineering trades, not further defined",Male,Learner,No,No,No,22,TILBURG,STICHTING AVANS,Barcelona,University of Barcelona,1,Traineeships,Netherlands,Bachelor,Spain,Netherlands
2068,2018-1-PT01-KA103-046747,2019-2020,132,Student mobility for studies between Programme Countries,Mechanics and metal trades,Male,Learner,No,No,No,20,Porto,UNIVERSIDADE DO PORTO,Liberec,TECHNICKA UNIVERZITA V LIBERCI,1,Studies,Portugal,Master,Czechia,Portugal
2069,2014-1-NL01-KA103-000148,2015-2016,2,Staff mobility for teaching between Programme Countries,"Finance, banking and insurance",Female,Staff,No,No,No,20,ROTTERDAM,STICHTING HOGESCHOOL ROTTERDAM,Lahti,Lahden ammattikorkeakoulu Oy,1,Teach,Netherlands,Bachelor,Finland,Netherlands
2070,2016-3-HU02-KA105-001940,2017-2018,7,Youth Exchanges - Partner Countries,Other,Female,Learner,No,No,Yes,27,Szeged,"Shero Ifjúsági, Oktatási és Kulturális Egyesület",Szeged,"Shero Ifjúsági, Oktatási és Kulturális Egyesület",1,Youth Exchange,Hungary,Unknown,Hungary,Hungary
2071,2014-1-TR01-KA103-000795,2014-2015,137,Student mobility for studies between Programme Countries,"Travel, tourism and leisure",Female,Learner,No,No,No,19,Balikesir,Balıkesir University,Bialystok,Wyzsza Szkola Finansow i Zarzadzania w Bialymstoku,1,Studies,Turkey,Bachelor,Poland,Turkey
2072,2014-1-DE01-KA103-000545,2015-2016,12,Staff mobility for teaching between Programme Countries,Literature and linguistics,Male,Staff,No,No,No,19,BERLIN,HUMBOLDT-UNIVERSITAET ZU BERLIN,Linkping,LINKOPINGS UNIVERSITET,1,Teach,Germany,Bachelor,Sweden,Germany
2073,2014-1-ES01-KA102-002851,2015-2016,75,VET traineeships in companies abroad,Information and Communication Technologies (ICTs),Male,Learner,No,No,No,27,Oviedo,IES MONTE NARANCO,PLYMOUTH,COLLECTRICAL,1,Traineeships,Spain,Unknown,United Kingdom,Spain
2074,2019-1-BE04-KA105-002479,2019-2020,2,Advance Planning Visit – Youth Exchange,Other,Male,Learner,No,No,Yes,38,SCHOELCHER,Scouts et Guides de Martinique - Groupe de Schoelcher,SCHOELCHER,Scouts et Guides de Martinique - Groupe de Schoelcher,1,Youth Exchange,France,Unknown,France,France
2075,2018-2-TR01-KA105-060422,2019-2020,7,Youth Exchanges - Programme Countries,Other,Female,Learner,No,No,No,24,RIJEKA,INSTITUT ZA POTICANJE MLADIH,Antalya,Adalya Youth Club (AYC),1,Youth Exchange,Croatia,Unknown,Turkey,Croatia
2076,2018-1-CZ01-KA103-047053,2019-2020,60,Student mobility for traineeships between Programme Countries,Political sciences and civics,Male,Learner,No,No,No,25,Prague,UNIVERZITA KARLOVA,Vilnius,Embassy of the Czech Republic in Vilnius,1,Traineeships,Czechia,Bachelor,Lithuania,Czechia
2077,2019-1-ES01-KA103-060093,2019-2020,264,Student mobility for studies between Programme Countries,Language acquisition,Female,Learner,No,No,No,21,Valladolid,UNIVERSIDAD DE VALLADOLID,MAYNOOTH,NATIONAL UNIVERSITY OF IRELAND MAYNOOTH,1,Studies,Spain,Bachelor,Ireland,Spain
2078,2015-1-IT02-KA103-013461,2015-2016,287,Student mobility for studies between Programme Countries,"Languages, not further defined",Male,Learner,No,No,No,21,BOLOGNA,ALMA MATER STUDIORUM - UNIVERSITA DI BOLOGNA,LISBOA,UNIVERSIDADE DE LISBOA,1,Studies,Italy,Bachelor,Portugal,Italy
2079,2017-1-DE01-KA103-003108,2019-2020,5,Staff mobility for teaching between Programme Countries,Literature and linguistics,Female,Staff,No,No,No,21,STUTTGART,UNIVERSITAET STUTTGART,PESSAC CEDEX,INSTITUT D'ETUDES POLITIQUES DE BORDEAUX,1,Teach,Germany,Bachelor,France,Germany
2080,2014-3-IT03-KA105-004716,2015-2016,8,Youth Exchanges - Programme Countries,Other,Female,Learner,No,No,No,25,Bucharest,ASOCIATIA TINERI PARTENERI PENTRU DEZVOLTAREA SOCIETATII CIVILE,Arcavacata di Rende (Cosenza),Associazione Culturale Entropia,1,Youth Exchange,Romania,Unknown,Italy,Romania
2081,2015-1-ES01-KA103-013416,2015-2016,296,Student mobility for studies between Programme Countries,"Business and administration, not elsewhere classified",Male,Learner,No,No,No,21,ALCALA DE HENARES/MADRID,UNIVERSIDAD DE ALCALA,PADERBORN,UNIVERSITAET PADERBORN,1,Studies,Spain,Bachelor,Germany,Spain
2082,2015-1-NO01-KA103-013064,2015-2016,139,Student mobility for studies between Programme Countries,Law,Male,Learner,No,No,No,23,BERGEN,UNIVERSITETET I BERGEN,MANNHEIM,UNIVERSITAET MANNHEIM,1,Studies,Norway,Master,Germany,Norway
2083,2016-1-BE02-KA103-017194,2017-2018,5,Staff mobility for training between Programme Countries,Other,Female,Staff,No,No,No,23,KORTRIJK,HOGESCHOOL WEST-VLAANDEREN HOWEST,JOENSUU,KARELIA AMMATTIKORKEAKOULU OY,2,Training,Belgium,Unknown,Finland,Belgium
2084,2018-1-IT01-KA102-006622,2019-2020,23,Mobility of VET learners (2 weeks up to 3 months),Business and administration,Female,Learner,No,No,No,17,ROMA,ISTITUTO DI ISTRUZIONE SUPERIORE FEDERICO CAFFE',WROCLAW,SEMPER AVANTI,1,Learner,Italy,Upper Secondary Education,Poland,Italy
2085,2016-1-DE01-KA107-002806,2018-2019,6,Staff mobility for Training To/From Partner Countries,Other,Male,Staff,No,No,No,17,Addis Ababa,ADDIS ABABA UNIVERSITY,Leipzig,UNIVERSITAET LEIPZIG,1,Training,Ethiopia,Unknown,Germany,Ethiopia
2086,2014-3-LU02-KA105-000099,2015-2016,8,Youth Exchanges - Programme Countries,Other,Male,Learner,No,No,No,19,Warsaw,Limitless,Sanem,CONNEXIONS,2,Youth Exchange,Poland,Unknown,Luxembourg,Poland
2087,2017-1-IT02-KA103-035676,2017-2018,354,Student mobility for studies between Programme Countries,"Education, not further defined",Female,Learner,No,No,No,23,FIRENZE,UNIVERSITA DEGLI STUDI DI FIRENZE,SEVILLA,UNIVERSIDAD DE SEVILLA,1,Studies,Italy,Bachelor,Spain,Italy
2088,2015-1-LT02-KA105-003976,2015-2016,8,Mobility of youth workers - Programme Countries,Other,Female,Staff,No,Yes,No,37,Merag,Hrvatska skola Outward Bound (HSOB),Palanga,"VsI ""Uztaisas""",1,Workers,Croatia,Unknown,Lithuania,Croatia
